Text,Label,Notes
"This is the most beautiful connection I’ve encountered all year. I love both of these films and pointing out the things you did was so exciting to read. Very cool, dude. Maybe not groundbreaking, but I wish more video essayists explored this topic with these two films

",reaction,
"I think that everyone has a power to be evil at any point, but certain circumstances really show the true nature if people.

I think that bith Titan and Bear are defined by their cowardly nature. Metroman is literally the strongest superman knock off, basically the guy can live a lifetime in a single moment if he choses to. Titan only starts doing thinns after getting this godly power, and whule before he was too anxious to do anything, now he just wrecks the city like a an angry toddler.

With Bear, we actually see that he was very respectfull at the start of the wish, and his true nature only cracked after he got it that this is the work of magic and its not nikki being a weirdo druggie bpd demon.

Immediatly after the wish when nikki starts making moves at him he mentoins hiw weird it is, and questuons what is going on instead of taking advantage. All night he only follows Nikkis lead, and after the big freak out during the kiss he decides to sleep on the floor. He then tells the weird experience to a friend and trusts him taking care of it, even tellig nikki that he wont take home that night. Then asked Ian whats up, who ensured that Nikki is ok now, and then literally nikki was in his front door confessing her feelings. Also he was sure that Nikki was under molly, even checked the effects and was convinced that that happened. And then we get a big montage where they seem nirmal besides some oddities.

And then the redflags and the creepy shit starts, and multiple times nikki is legit danger to herself, and Bear pretty much just gets it that its magic, and just asks the demon to act more like Nikki.

To be fair if Bear could have cancelled the wish, he would have done it kinda early, this all wasnt intented, but we all have troubles we didnt intent to have, but have to handle

I think that the reason why the murder made Bear wake the fuck up is because thats the point he got it that his unhealthy obsession with a girl he known the least in the friend group ruined everything, and I mean this as even before the wish. If he didnt do that, and instead accept Sarahs advances, he would have been in a relationship that would have been real.

One ofnthe most disturbing thing about Bear is that he does not care about Nikki, he cares about having Nikki. He is happy to just controll her vessel without her resembling the real person at all until she freaks out publically, and even there his biggest issue is real Nikki slipping out, not freaky Nikki acting weird.

Now, about Nikkis morality we cant say a lot because she has no agency. Many people think that she is the morally best character since Sarah wanted to kiss someones boyfriend, and didnt care about her suffering, and Ian pushed Bear into confessing Nikki while knowing she aint interested and also fucking her. But Nikkis worst crime was telling someone she friendzoned that he is the only one who she can talk to about deep topics. Like I am sorry but if someone tells me that I will assume feelings, its just the gayest thing you can say, and I the only person I heard from did ask me out. She actually stalked me for half a year even tho I made no wish but lets not sidetrack.

Nikki could do no wrong because she had no agency to do anything, she was a victim doomed to suffering simply due to the very bad luck of his friend finding a rare magical object in a workd where magic is so rare people dont velieve in it at all. But that doesnt make ger good, it just fails to remove her innocence",analysis,
"I think Obsession does a good job of painting a refusal to grow as a negative trait and even goes so far as to show how trying to achieve a fictional life of stagnant nostalgia is the opposite, akin to decay. A good example of how Bear really doesn't try to be ""good"" at all is when he sees Nikki give the homeless guy some money (which she bummed from Sarah) and the movie plays up the romantic sound track as he makes googoo eyes at her. It's very obvious to me that he is seeing this act of charity and not even within one second of that moment does he really think, ""I want to be like her. I want to do good."" All he sees is an honorable act that makes her a good candidate for a girlfriend. The only result is just reinforcing his crush on her and further establishing her role in his mind as a caretaker. That's how the movie starts also. His confession he gives to the waitress starts with him being that Nikki held him after his Nana died, which he says is the moment his crush started. He does not want to have a girlfriend. He does not want to grow. He wants to be taken care of and live a fantasy of a real relationship.

Your comparison to Tighten is very apt in that they both have fantasies of what they want, and they're okay with encroaching upon other people's lives to fully realize them. It never crossed their minds to be better. Another good example from another source would be Subaru, at least initially, in Re:Zero. I still have to watch the latest season, but he starts out in the new world, very overtly, trying to live out the fantasy of a hero and quickly realizes that's not how things work and slowly adjusts as he comes to terms with the fact that people depend on him.",analysis,
"Cure (Kiyoshi Kurosawa, 1997) scene composition
I just watched Kiyoshi Kurosawa’s Cure for the first time, and man what an amazing film

When I saw the trailer the other day what really stuck out to me was just how good it looked, like it really gives meaning to the phrase “every frame a painting”- every scene looked so damn good.

I was not disappointed at all upon watching it.

I don’t really know many technical terms but it was the way the scenes were framed, lit, blocked and the composition- like how things sat in the frame. It just looks so great.

One thing that stuck out to me was how the camera rarely moved. All of the movement occurs within the frame. It was as if Kurosawa just set the camera up and let the actors go to work.

Theres some great camera work in the scenes as well, like in the scene where they interrogate the police officer who killed his coworker- the way the camera just sits in the middle of the frame and then finally moves to the chair in the bottom left, up to the top left, following the police officer up to the top right as he acts out his hypnotism with what appears to be a coffee stirrer and then moves back to the middle table.

The way the characters moved in the scene, and the camera eventually moved with them, and the way the fit in the frame, was brilliant.

The movie was chock full of brilliant moments like this.

I’d Like to know more about this, because I don’t really have any frame of reference for it.

I’d also lIke to know of more directors/films that use this approach. I do think both Ozu and Akira Kurosawa use this approach, but it’s something that’s sorely missing in Hollywood films, where cameras often cut back and forth between people in dialogue, and it just seems rare to set up a scene for people to move in, as opposed to moving around in the scene in a way that just feels different (imo it doesn’t make what’s going on visually very interesting)



",analysis,
"One of my favorite movies. It is amazing all around, but I think my favorite thing is just how it feels aesthetically. It is generally a dark and uncomfortable atmosphere, but it feels so good to me. Masterpiece.

",reaction,
"If you appreciate great framing and static camera placements, I’d recommend anything by Jacques Tati(especially Playtime), anything by Chantal Akerman, or First Reformed for a more recent film that does it perfectly.


",reaction,
"Jonathan Glazer's The Zone of Interest (2023) has a lot of still shots where the camera is still and the characters move and interact in the space.

And Barry Lyndon (1975) by Stanley Kubrick is incredible if you haven't seen that. So many scenes are like gorgeous still paintings, and shot with natural light.

Roma (2018) by Alfonso Caurón has a more dynamic camera, but it moves fluidly and immerses the viewer in the world of the story, while often casually framing shots beautifully, in my opnion.",reaction,"Borderline. Primarily a list of recommendations, but briefly notes specific technical elements (still shots, natural light, dynamic camera) for each."
"Possibly my favorite aspect of the Cure’s cinematography is the way Kurosawa frames many of Takabe’a conversations with Mamiya. Frequently, the camera is locked on Takabe, center framed, and Mamiya is obscured or otherwise left offscreen. As Mamiya speaks to Takabe, unseen but palpably present, it is as if he is a voice in Takabe’s head, a perfect illustration of the severity of his hold on his psyche and his goal of prodding Takabe into acquiescing to his dark impulses.",analysis,
"Disclosure Day — almost great, and that almost really hurts.
Okay so I went in absolutely buzzing. Spielberg. UFOs. Emily Blunt.

I mean come on, that's a lineup that makes you feel like a kid again before the lights even go down. The trailers had me convinced this was going to be something special, and honestly for the first act I thought it might be.


And look Emily Blunt is flat out incredible in this. The scene where she freezes mid-weather report and starts clicking out alien sounds? That's the kind of unhinged, committed performance you just don't see enough of. She's funny, chaotic, and genuinely moving all at once. She carries so much of this film on her shoulders and absolutely does not drop it.


Spielberg's eye is still immaculate too. Some of the compositions in this movie are just tossed off like nothing, shots that other directors would storyboard for weeks. The Kaminski backlighting, the way scenes move through space, you feel the craft constantly.


And I get what he's going for. The empathy angle, the idea that understanding the unknown starts with understanding yourself. That's genuinely beautiful thematically.


But the movie just doesn't stick the landing. The third act lurches into this desperate feel-good catharsis that the film hasn't really earned. It's like Spielberg knew exactly what he wanted to say but couldn't figure out how to make you *feel* it. You leave understanding the message and forgetting the movie.


Really wanted more. Blunt deserved more.

",analysis,"Complex. Highly emotional tone, but references specific cinematic techniques and thematic elements."
"What if the Matrix trilogy was less about humanity’s integrity and more about good-old identity politics of good-old white straight able-bodied non-immigrant man occupying the supremacy of the One?
Ever wonder why the prevailing heroes of Hollywood sagas, from Kubrick’s 2001, Blade Runner, Shawshank Redemption, Jim Carrey’s The Mask or The Truman Show, Interstellar, even left-leaning Bong Joon Ho’s Snowpiercer or Mickey 17, and Free Guy to the most recent Project Hail Mary, always have to be white straight men over and over again?

(Obviously, the kneejerk answer from non-critical folk would be “because they’re the majority of the population,” but any possibility the egg precedes the chicken? i.e. what historically enabled them to propagate so exceptionally much in the first place?)

This is what yet another white straight male “anti-woke” critic Slavoj Žižek can’t or almost deliberately refuses to see when he examines The Matrix in his Pervert's Guide to Cinema where he puts his own white-Eurocentric-male-academic self in Neo’s position, taking the traditional Leftist angle that the Matrix refers to capitalism in which Neo is the Marxist revolutionary.

But if you think about it 27 years later now, all this model is exactly isomorphic to how Trump presented himself as America’s savior as the last resort against the outside forces of the Muslim world and Mexican immigrants: the Matrix is basically a purity tale for the White Dominion identity that could expose for us how even the existing mainstream emancipatory ideologies may not be immune from the core charges.

Perhaps the person who we should feel solidarity with is Agent Smith, the sheer heterogeneity with the most generic name, and maybe we should choose to be on the side of this radical inhuman, rather than the real and primordial.

In response to “we should refrain from blindly consuming Hollywood when it structurally sustains off oppressive capital reproduction,” someone was arguing “if we’re going to capture hearts, we have to work with desire, not against it” - I’d be eager to ask and I hope everyone would, why does this “desire” always have to be that of, by, and for white cis straight able-bodied first-world non-immigrant pretty-privileged wealthy Anglosphere or European men at the dominant center?

After all, didn’t Trump, the long-time host of The Apprentice, exactly turn out to be the supreme beneficiary of this cultural hierarchy, or dare I say, The Matrix?

",analysis,Complex. Intersects film analysis with political/sociological critique.
"That is a lot of words to never say anything more than “Neo is the same race as Donald Trump, therefore the Matrix is politically bankrupt.” I think that is a reductive way of looking at the world, and a lazy use of race-based heuristics is not a good look.

",reaction,
"Are you saying, in a critique of the privileged position of the matrix, we should feel solidarity with agent Smith, who wants to make everyone a white dude like himself?

why does this “desire” always have to be that of, by, and for white cis straight able-bodied first-world non-immigrant pretty-privileged wealthy Anglosphere or European men at the dominant center

Is that really all that's going on? It seems unfair to reduce The Matrix to the same level of politicality as some Michael Bay movie, both having protagonists that fit this criteria.

And what's that about Trump at the end? What exactly do you think it means for the USA to produce both trump and the wachowskis?",reaction,
"Your last sentence is totally antithetical to what precedes it. And further showcases how loose and unsubstantiated your theory on The Matrix is:

""After all, didn’t Trump, the long-time host of The Apprentice, exactly turn out to be the supreme beneficiary of this cultural hierarchy, or dare I say, The Matrix?""

Trump isn't Neo in this scenario that you lay out. He IS the Matrix and his followers are fighting to preserve it despite their own freedom as a people. In this analogous scenario you're creating, the fight is still against that ""Matrix"" ideology, not for it.

My overall point is that you can take nearly any power structure and figure out a way to make it analogous with The Matrix. But the entire point will always be not to let those power structures take away your identity as a person like they so easily do.

EDIT: after re-reading your post, perhaps im not being charitable enough to what youre laying out. There are analogies to be made here that work. But just to reiterate, I do think the entire point of The Matrix is not letting any power structure dictate personal identity.


Нравится
4

Не нравится

Ответить

",reaction,
"Well as a small point, the prevailing ""hero"" of Blade Runner isn't really much of a hero, much more of a protagonist. What does he save (or defeat)? I guess he saves Rachel? But he's somewhat indicated to be an android with no race, as is Roy, who actually does the ""Jesus thing"" and saves him. One could even argue that the one who saves Rachel is Gaff (played by James Edward Olmos, a person of color of Tejanos ancestry). Hell, ""female"" replicant Rachel's also a kind of a hero. She saves Deckard's life, breaks away from the corporate overlord who made her.


",analysis,
"I certainly support using this or any other example to unveil the constant centering of white men’s experiences. These are all valuable and very necessary explorations, and the Matrix is just as valid a vehicle for exploring them as any other, but as for what it’s “about” that where each projects the meaning they need into it. On a more fundamental level, at least the first film is really just a modern retelling of the old story and theology of Sethian Gnosticism, through the technological metaphor. The Gnostics took the traditional creator God as a false god, imprisoning humans within a fallen creation, which some moderns have called the “black iron prison,” in order to keep them from ascending to the real world of the Pleroma, which is the fullness or “god above god.” The wicked creator god is our jailer, called Yaldabaoth. The aim of the Gnostic since ancient times has been to escape the illusion, the artificial construct we’re not even aware we’re trapped within, to come to reside in actual Reality. Of all the ancient Gnostic texts which tell this story, the clearest is the Apocryphon of John. So, yeah… use the Matrix story as needed to illuminate what needs illumination, but as for what the film is actually about, it’s pure Gnostic theology, all about our placement and awareness within reality.

",analysis,
" growing up on my lbox feed for quite some time and having missed the rsvp of the film screening, I had to watch it on my laptop. I was really excited for this one firstly because it had been so long since I used my laptop for media consumption, second this was highly acclaimed by the critics as well as a lot of peers(on lbox).

As I started playing it, the dreamy camera sequences and that background score encapsulated me but that was it.
I believe for half an hour it all made sense but once it crossed that mark, I couldn’t understand how things were taking place, and this was the time I just wanted it to get over with it😭. This one also happens to be my introduction to Andrzej’s filmography.

The performances from the kid to the mvp powerhouse Isabelle, all were absolutely killer no doubt in that but still can’t go around the concept that why and more importantly what was happening? Could anyone please be kind enough to discuss or share their thoughts or metaphors that am missing from the film. Atp feeling to dumb to ask it but is it the final nail in the coffin of being a film freak 😭😔🥺🙏?",reaction,
"First off, its probably not a film to watch on a laptop (no criticism, but it may have played its part). Its stylistics and performances really have much more effect if seen at large. One needs to be overwhelmed because its a film about being overwhelmed. It's also a film - it has been said - about the absolute failure of language and communication in a relationship, and its for that reason that the performances are so exaggerated and intensified, in the way that people in arguments become contorted when words stop working. The whole film is taking on this spasmodic quality. They are crisis generated acting-outs as if one's tongue is lost. Honestly, once I realized that the film is about the failure of language - some commentary on the BluRay points this out, if I recall - I rewatched the whole thing again with the sound off - like a ""silent film"". I put on an atmospheric album I liked (Ethel Cain, Preacher's Daughter) and was even more blown away by the power of the film. The performances are ""silent"" in a sense, in the same way early cinema acting expressed itself through exaggerations.

My personal reading of the film is that Anna's eroto-psychosis path is really the path of an in-crisis female artist. In the abject failure of ""Faith"" and the ability to be Good, she has a psychotic break (the famous subway scene) and ends up fashions her demon ""lover"" out of her own body, the stillborn faith inside of her (an edited out scene apparently makes this more clear, the demon is made of ""her"" material body). She eventually achieves an ecstatic female-artist crucifixion (""Almost!"" she says while mounted with her arms spread out; there are many arms up/out Christological symbols in the film) in her apartment space (which really is like an artist's loft one would escape to). Her lover is really her art. Her tortured/ecstatic passion in the failure of faith is the only existential thing left, as she throws off the suffocating bourgeois domestic roles of ""mother"" and ""wife"". She is obsessively in love with what she has out-of-herself produced (not like a mother), and she has in a certain sense broken with all social convention & reality.

There are many solid readings of the film, but that is the one that I really came home for me after several viewings, as the most important. There though are so many aspects of this film to discuss, it feels nearly bottomless, the character ""doubles"", the splitting of East & West Germany, the use of color scheming, women ""self-policing"" vs a Police State, the female Christ figure, etc, etc, etc.

When language and communication fails, when faith fails, when domestic roles are unbearable, creating something out of your literal Being is the only path. Isabelle Adjani's ""axis-mundi"" performance is one of the greatest female performances in the history of cinema in my view. Unparalleled.

I can also say, its not a film for many if not most. And I could imagine it very unpalatable or even boring to some. There is nothing wrong with not connecting to the film.

ETA: An edit of the Christological arm positions in Possession here.


",analysis,Complex. Offers a deeply psychological and metaphorical interpretation of the film.
"I would say it's perfectly normal to be a bit confused. Because the whole drama in the movie revolves around is absolutely insane. I watched the movie 3 times and it only now starts to make sense. There is some concrete story the movie is definitely heading towards, however I think it's almost a bit secondary to the depiction of this drama and insanity. It is interesting to note that the movie also stems from his disastrous breakup with his wife apparently. So I think the movie is generally about the emotional devastation of such breakup that is utterly impossible to understand. So just enjoy the ride, allow things to happen and make your eyebrows raise in utter confusion, and perceive it as a despatate depiction of a messy breakup. This movie imo is about the atmosphere it sets and the emotion it conveys than a concrete statement we can out into words.

",analysis,
"Clint Eastwood’s villains
Clint knows that a hero is only as strong as his villain, and he always goes up against some nasty creeps, delivering his trademark scowl as they do terrible things before, hopefully, ridding the world of them for us.

Here are some of his worst..

Scorpio in Dirty Harry (1971) - probaly the most vile villain ever put to screen, a cackling jester who picks off innocent civilians with a sniper rifle for fun. He even rapes and murders a young girl, and once he starts slapping kids on a school bus you’re sooo ready for Clint to blow this fucker away. His hideous scream when Clint stabs him in the leg is skin-crawling. Great performance from the very versatile Andrew Robinson, who manages to turn Dirty Harry into a low key horror film.

Evelyn from Play Misty For Me (1971) - Clint‘s directorial debut is actually kind of a horror film. Before we had Annie Wilkes we had Evelyn - Clint‘s number one fan. She crazy, she evil. I don’t condone violence against women, but after endless psychotic manipulation, stalking and murder, Clint is forced to roll up his sleeves, and I’m here for it.

Mitch Leary from In The Line Of Fire (1993) - John Malkovich turns in a great performance as the lone nutbar who plans to kill the President, and enjoys taunting Clint’s ageing Secret Service agent along the way. He’s happy to blow away innocent bystanders who ask too many questions, or snap their necks like twigs. He wants ‘SOME GODDAMN RESPECT!’ but Clint’s all out.

The Warden in Escape From Alcatraz (1979) - Patrick McGoohan is an expert at playing sadistic authority figures (see Longshanks in Braveheart), here he’s an ice cold bastard who enjoys tormenting the prisoners under his ‘care’, driving them to heart attacks or self-mutilation. He makes your skin tighten whenever he’s on screen, pretty amazing, and really makes you want Clint to escape!

The killer from Blood Work (2002) - this nutbar likes to sneak up on civilians and shoot them in the back of the head, he’s a master of hiding his true self, but when the mask slips he cackles while spraying bullets from an assault rifle at Clint, his girlfriend and her kid. Clint’s getting old by this point but even as a septuagenarian he could dispense some old school justice.

Ramón Rojo in A Fistful Of Dollars (1964) - Gian Maria Volontè played a couple of villains in Clint’s Spaghetti Westerns. He’s charming, handsome, cunning, and a sadistic psychopath - the perfect candidate for some frontier justice.

I might add to the list as we go, but who are your nastiest Clint bad guys (and girls)..?

",analysis,
"Gene Hackman came close to stealing the show in Unforgiven.

People mention the hero in film having a ""hero saves cat"" moment to get the audience behind them but I don't know if I've ever seen them mention the ""villain kicks dog"" scenes that are often established in those same films. Such as Gene Hackman beating English Bob to a pulp in that movie and later torturing Morgan Freeman to death, albeit off screen.",reaction,
"I think El Indio is a better villain than Ramon. Gian Maria Volonte is terrific in the role playing El Indio as someone that can alternate from frighteningly crazy to intelligently cunning depending on his state of mind. He is also a more complicated villain as he has some sort twisted regret for Col Mortimer's sister's death or is it his pride that was really dented in that she killed her self before he could have his way with her? Either way he has to numb those feelings / flashbacks with marijuana.


",analysis,
"Final scene of “The Piano Teacher” discussion
I just finished watching Haneke’s “The Piano Teacher”

Gosh I think this film is wonderful but I’m feeling incredibly morally confused after (which I suppose was the purpose of the film). I think the exploration of how isolation, trauma, and shame manifest themselves into people is so interesting. It is clear that Erika is a very troubled person, shown through her persistent issues with her mother, her self-harming behaviour, her perturbing behaviour at the porn shop, her violence towards her student etc. I suppose a lot of incredibly creative people like Erika, require some sort of unstable personality.

Along comes Walter, a young man, 17 in the book, but supposedly a 20-something university student in the film. Perhaps he was infatuated by this frigid woman, Erika? Perhaps he wanted to break her frigidity? It’s like a goal for him to conquer? But I do genuinely believe his affections for Erika were true in the beginning. I think his excitement towards her in the bathroom scene makes it seem authentic. I also think his reluctance towards receiving oral sex in the bathroom and the post-hockey game also suggests wanting intimate sex. Wanting intimate-private sex doesn’t really prove love though, it just what he wants.

In the final scenes when Walter uninvitedly shows up to Erika’s apartment and becomes violent towards her, I couldn’t help but wonder why all the reviews point towards vilifying Walter as a rapist. Now I understand that this scene was meant to represent the unfortunate power play both characters had, and their individual pursuits for control. Oscar Wilde’s “Everything is about sex, except sex. Sex is about power” seems to ring quite true here. However, I think it’s important to note that Walter’s character is significantly younger than her, and he is Erika’s student. He pushes her away after reading the letter. I’ve seen some discourse saying that he didn’t like the letter because he felt emasculated, and not because it was perverted; that he wasn’t going to get the sex he wanted because even his violence would be under her control.

I think making him seem innately violent is unfair. Even during the rape scene, I thought it seemed that it wasn’t particularly enjoyable for him, and it definitely was not enjoyable for Erika. I don’t think he wouldn’t ever thought to hurt Erika if it hadn’t been for the letter. Within BDSM culture, CNC needs very clear boundaries and communication between both parties. Is it possible that Walter thought he was going to bring pleasure to Erika? This is what she had instructed him to do after all, although the confirmation was never agreed upon.

It seems to me that this was all a major miscommunication between both characters. I’m unsure if either of them actually loved each other; I think Erika only truly loved piano. Regardless, I think that this film is meant to highlight how perversion manifests and how it spreads and the dangers of seeking control in relationships. I don’t believe that Walter was innately violent, but I do think his naivety and his need to have sex with Erika on his own terms did eventually led to his downfall.


Нравится
12

Не нравится

2
Перейти к комментариям

",analysis,Complex. Analyzes character motivations and power dynamics in a difficult scene.
"Final scene of “The Piano Teacher” discussion
I just finished watching Haneke’s “The Piano Teacher”

Gosh I think this film is wonderful but I’m feeling incredibly morally confused after (which I suppose was the purpose of the film). I think the exploration of how isolation, trauma, and shame manifest themselves into people is so interesting. It is clear that Erika is a very troubled person, shown through her persistent issues with her mother, her self-harming behaviour, her perturbing behaviour at the porn shop, her violence towards her student etc. I suppose a lot of incredibly creative people like Erika, require some sort of unstable personality.

Along comes Walter, a young man, 17 in the book, but supposedly a 20-something university student in the film. Perhaps he was infatuated by this frigid woman, Erika? Perhaps he wanted to break her frigidity? It’s like a goal for him to conquer? But I do genuinely believe his affections for Erika were true in the beginning. I think his excitement towards her in the bathroom scene makes it seem authentic. I also think his reluctance towards receiving oral sex in the bathroom and the post-hockey game also suggests wanting intimate sex. Wanting intimate-private sex doesn’t really prove love though, it just what he wants.

In the final scenes when Walter uninvitedly shows up to Erika’s apartment and becomes violent towards her, I couldn’t help but wonder why all the reviews point towards vilifying Walter as a rapist. Now I understand that this scene was meant to represent the unfortunate power play both characters had, and their individual pursuits for control. Oscar Wilde’s “Everything is about sex, except sex. Sex is about power” seems to ring quite true here. However, I think it’s important to note that Walter’s character is significantly younger than her, and he is Erika’s student. He pushes her away after reading the letter. I’ve seen some discourse saying that he didn’t like the letter because he felt emasculated, and not because it was perverted; that he wasn’t going to get the sex he wanted because even his violence would be under her control.

I think making him seem innately violent is unfair. Even during the rape scene, I thought it seemed that it wasn’t particularly enjoyable for him, and it definitely was not enjoyable for Erika. I don’t think he wouldn’t ever thought to hurt Erika if it hadn’t been for the letter. Within BDSM culture, CNC needs very clear boundaries and communication between both parties. Is it possible that Walter thought he was going to bring pleasure to Erika? This is what she had instructed him to do after all, although the confirmation was never agreed upon.

It seems to me that this was all a major miscommunication between both characters. I’m unsure if either of them actually loved each other; I think Erika only truly loved piano. Regardless, I think that this film is meant to highlight how perversion manifests and how it spreads and the dangers of seeking control in relationships. I don’t believe that Walter was innately violent, but I do think his naivety and his need to have sex with Erika on his own terms did eventually led to his downfall.


Нравится
12

Не нравится

2
Перейти к комментариям

",analysis,
"I think your instincts are right here. I agree it's a case of deep misunderstanding and miscommunication between the two. Both of them are projecting something onto the other that isn't real - this is especially true of Erika and her image of who Walter really is. He's a radically inappropriate choice of partner for her. But Erika is only ever going to seek relationships where love is impossible. She feels so unworthy of love, only in its absence can she tolerate intimacy.

I agree with you about the rape scene too. My guess is that Walter is trying to give Erika what he thinks she wants. It's a misunderstanding. He doesn't get that Erika wants to be abused in a context in which she is completely in control. She wants to feel completely powerless and completely safe at the same time. What she's seeking requires a highly sensitive, delicately balanced approach. It requires great care. Asking Walter to realise her fantasies is like asking a construction worker to perform surgery. He's so obviously the wrong person, and probably Erika knows this. Her relationship with Walter is probably just another form of self harm. Dammit - Erika is the saddest character ever portrayed on film. The sadness in this film is gut wrenching.


",analysis,
"Why do people refer to blockbuster films in a derogatory way?
So I’m wondering why do people usually undervalue these kind of films? I know part of the answer which I agree with is that sometimes these films are too formulaic/generic, very heavy on cgi elements and focus on being successful movies rather than focusing on good storytelling and filmmaking. Of course im not saying all blockbusters are like this because I know they aren’t, but I also know that there are some pretty bad movies like that as well.

My question here is, there are a lot of films that technically would be considered blockbusters but aren’t any of the things I mentioned before. Let’s say for example: Obsession, this film was made with a very low budget but is now one of the highest grossing films with over 200 million dollars worldwide. So by definition this would be a blockbuster even if it didn’t cost millions to make it.

Another concern I have is, if obsession is considered a blockbuster do I mainly enjoy blockbusters? I’m gonna be honest, I haven’t watched a lot of international or indie films, I’ve watched some of them which I really liked, but I’ve seen others which have been highly praised and I just didn’t love them. Most of the time when I go to the cinema I watch like the main releases, and they’re always a mixed bag, I’ve seen some really good films and I’ve seen some awful films. This year I watched some horror films, I don’t know if all of them are supposed to be blockbusters but let’s say there are, maybe I’m wrong but for example: I loved The Bone Temple, likewise I loved last year’s 28 years later. But this year I also saw Lee Cronin’s The Mummy which I found to be awful.

Please correct me if I’m wrong but some of the films which are considered to be the best films of all time could be considered blockbusters? The Godfather, Aliens, Lord of the Rings, Oppenheimer, etc.

So if someone could please help me understand more about this, if a movie isn’t necessarily made with a millionaire budget, but it’s still pretty good and a lot of people go and see it and earns a lot of money is it a blockbuster?

Which films that aren’t considered blockbusters would you recommend me (from any kind of genre and decade) for expanding my horizons. (Do A24 films count?)

Also as I mentioned, most of the time I see the main releases on theaters because I don’t know which other films that are playing may be good, and when I here about one like that it’s mostly by the end of the year when the awards season is coming up and they release all of those previously unreleased films in the cinema in my country.

",analysis,
"There are two ways people use the term ""blockbuster"", one is based purely on metrics. So a movie that makes a ton of money. The second, which I think is the more common one now, is a movie made by a major studio with the specific intention to make a lot of money. 

A lot of people have problems with the second because it's more commerce driven that art driven.",analysis,
"The most popular media is usually lowest common denominator stuff that has the broadest appeal to the widest base. It’s usually sort of unchallenging, derivative, standard stuff rather than anything novel or unique. Then occasionally some unique vision will become popular and financially successful because people are starved for novelty. It’s just the messy intersection of business and art. If something is successful the suits in charge will do the same thing again and again until they’ve driven it into the ground and everyone is sick of it.

",analysis,
"A blockbuster is a film that has been incredibly successful financially. However, some films are made as an artistic statement based on a story an artist just had to tell. Then that film comes out at just the right time and just hits a nerve with society at large. The Godfather, Jaws, Rocky, etc...

Then some films are made for the sole purpose of making money. Decisions are made based on a commercial viability as opposed to an artistic one. Like say, the right actor for the part is not a big enough star so that person won't get cast in favor of an inferior performer that will draw a bigger crowd.

It's not that movies that succeed are inferior, it's that often times, movies made for the sole purpose of capitalizing on a trend just tend to be inferior because they are created under nefarious circumstances.",analysis,
"As everyone knows this movie is known for its visual style and beautiful cinematography. For a long time I didn't pay much attention to the plot because I was so focused on these elements. After repeated viewings, I get the feeling the plot doesn't really make sense, or am I just dense? For instance, if they can put barcodes on the scales of artifical snakes, shouldn't there be an easier way to identify a replicant other than the Voight Kompf test? Why are they giving this test to Leon when they have his photo and it's obvious that it's him? In the future, even without replicants, wouldn't there be sophisticated identifying methods? Facial recognition? Also, what is all that business with the photo and endless scanning around? It's not like he's looking for a murder suspect, they know who the people are they are looking for. Also, why is he pretending to be a journalist when at the strip club with the snake lady replicant? He knows it's her, why not just blow her away?

",analysis,
"These are, technically I guess, ""plot holes,"" but focusing on that is to miss the point of the movie, which is: what does it mean to be human. Like, there's no reason at all for replicants to not be obviously artificial: give them green skin or three eyes or some other kind of visually distinct characteristics that mark them as artificial. But again, that's not the point. It's about a society that has deemed a certain class as inhuman, and the morality of that decision, and how it affects the ones charged with enforcing that decision.


",reaction,
"The plot isn’t as tight as the visual elements that’s for sure. But also you may be overthinking it quite a bit. BR is an experience more than it is a tightly written narrative masterpiece. The sequel is a bit tighter in that regard.

",reaction,
"The movie never explains a lot of the technology. Which is for the best, because nobody wants to watch 2 hours filled with extensive exposition about made-up tech. So you can choose to believe, and fill in the gaps in ways that make everything make sense, or you can choose to disbelieve, and get hung up on every unexplained detail.

Are replicants’ faces modeled on real people, so there exists a human out there who looks exactly like Zhora? Could replicants get plastic surgery to foil face recognition? Did face recognition not get invented in this timeline? Or maybe it’s just not accurate enough to use as the basis for an execution? Do replicants have bar codes, but since humans don’t shed quarter-inch chunks of their exterior the way snakes do, you can’t just pick their serial number out of the bathtub? Did Tyrell successfully lobby against replicants being required to have bar codes, or some more obvious signifier? The movie never answers any of those questions. It just tells us that the key difference between replicants and humans is emotional response, and the VK test is the sophisticated identification method.

When Deckard is shown pictures of the replicants in Bryant’s office, we see the footage of Leon’s VK test, but the other 3 we just see their heads with skullcaps — we see them as “blanks”. When Deckard is enhancing Leon’s photo, he sees that Zhora has a face tattoo, which wasn’t in the pictures from Bryant. So he’s clearly finding details on how their appearance has been changed or customized since their inception. (Behind the scenes, Harrison Ford complained that he was a detective who didn’t do any detecting, so that scene was added to replace some unknown voiceover.)

Why doesn’t he blow away Zhora on sight, once he’s seen Bryant’s picture, knows she has added a face tattoo, and knows she’s got a pet snake? That’s pretty specific — probably there isn’t a real human out there that could be confused for Zhora? I guess the question comes down to: how sure do you need to be to gun someone down?",analysis,Complex. Addresses plot holes by examining the thematic purpose behind the lack of exposition.
